text,label
"On Wednesday 28 August 2002 16:33 CET Theo Van Dinter wrote:
> On Wed, Aug 28, 2002 at 04:20:52PM +0200, Malte S. Stretz wrote:
> > I get about 3 of these per week. A google for trafficmagnet convinces
> > me that they're worth their own rule...
>
> 0 hits here. :(I recently cleaned my spam corpus from them but these are my current 
results:
   OVERALL        SPAM     NONSPAM  NAME
     13929         995       12934  (all messages)
        13          13           0  T_TRAFFICMAGNETI put it into cvs_rules_under_test, let's see what the 2.41 GA run thinks 
about it :)Malte-- 
-- Coding is art.
-- 
-------------------------------------------------------
This sf.net email is sponsored by: Jabber - The world's fastest growing 
real-time communications platform! Don't just IM. Build it in! 
http://www.jabber.com/osdn/xim
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk",0
"
Matthias Saou wrote:>Once upon a time, Julian wrote :
>
>  
>
>>One of the things you need to understand with gnome2 is that while they
>>did simplify a lot of things, most of the configuration options people
>>found very useful are still available through gconf. Learn to love
>>gconf-editor ;) -- metacity can have sloppy focus (Desktop Preferences
>>-> Window Focus -- there's actually GUI for that), and the delay until
>>raising (and whether it raises) can be set in gconf-editor,
>>/apps/metacity/general/auto_raise and auto_raise_delay
>>    
>>
>
>Well, I stand corrected :-)
>The thing is, I hadn't used gconf-editor yet... and it's exactly what I
>feared, old ""not so good"" memories are coming back : It looks exactly like
>a GNOME RegEdit :-/ Oh well.
>I still hope that the few missing features I'm still looking for will be
>added in the next 2.0.x releases, like for example being able to have the
>panel always under *all* other windows (if you know how to do that, I'm
>really interested! ;-)).
>  
>
More like Apple's implementation - the Gconf2 files are bog-standard 
XML, should you feel tempted to edit it by hand :)There are some possibilities that using standardised configuration tools 
provide: the ability to centrally manage a large number of computers - 
something like Windows' group policy. Although that would require other 
applications to use GConf as well .Haven't installed Limbo beta2 myself - been sidetracked by work; the 
fact that the computer I'm installing it on is connected to a dodgy USB 
ADSL modem that requires heavy kernel patching means that I would have 
to do it over a weekend - but I don't think Red Hat currently does it 
for its config tools.Regards,Michel__________________________________________________
Do You Yahoo!?
Everything you'll ever need on one web page
from News and Sport to Email and Music Charts
http://uk.my.yahoo.com
_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",0
"conf : translating literature and film university of salford , greater manchester , uk european studies research institute ( esri ) international conference translating literature and film : themes and versions through an anglo - french looking-glass 3 - 5 april 1995 faraday house , research and graduate college , university of salford , uk . programme monday 3 april 1400-1430 registration 1430-1530 ` la traduction des references culturelles dans the secret diary of adrian mole ' jean - pierre mailhac , salford 1530-1600 tea 1600-1700 ` the best of both worlds : english and french in poetic expression ' martin sorrell , exeter 1700-1800 ` le journal d ' une femme de chambre / the diary of a chambermaid : issues of translation ' anthony simons , reading 1900-2030 dinner ( university house ) tuesday 4 april 0930-1030 ` de montaigne a valery larbaud : la forme en traduction ' myriam carr , salford 1030-1100 coffee 1100-1200 ` literary translation and cultural transmissibility ' michael wetherill , manchester 1200-1300 ` remakes and rewriting : questions of originality and authenticity ' lucy mazdon , southampton 1300-1400 lunch ( maxwell building , room 316 ) 1400-1500 ` the built-in obsolescence of translation ' robert thornberry , alberta 1500-1600 keynote lecture ` translation , imitation , appropriation : on working with impossible texts ' david bellos , manchester 1600-1630 tea 1630-1730 ` translating film : the impossible dream ' peter fawcett , bradford 1730-1830 ` why duplicate this particular solace ? : beckett 's self-translations ' jane walling , durham 1900-2030 conference dinner ( university house ) wednesday 5 april 0930-1030 ` j ' irai cracher sur vos tombes : a two-faced translation ' keith scott , aberystwyth 1030-1100 coffee 1100-1200 ` translating war poetry ' ian higgins , st andrews 1200-1300 keynote lecture ` the ethics of translation ' mary ann caws , city university of new york 1300-1400 lunch ( maxwell building , room 316 ) for further information and a registration form , please contact professor geoff harris or his secretary on + 44 161 745 5614 or e-mail : h . d . roberts @ mod-lang . salford . ac . uk department of modern languages university of salford salford m5 4wt united kingdom",0
"[Skip Montanaro]
> Because I get mail through several different email addresses, I
> frequently get duplicates (or triplicates or more-plicates) of
> various spam messages.  In saving spam for later analysis I haven't
> always been careful to avoid saving such duplicates.
>
> I wrote a script some time ago to try an minimize the duplicates I see
> by calculating a loose checksum, but I still have some duplicates.
> Should I delete the duplicates before training or not?People just can't stop thinking .  The classifier should work best
when trained on a wholly random spattering of real life.  If real life
contains duplicates, then that's what the classifier should see.> Would people be interested in the script?  I'd be happy to extricate
> it from my local modules and check it into CVS.Sure!  I think it's relevant, but maybe for another purpose.  Paul Svensson
is thinking harder about real people  than the rest of us, and he may
be able to get use out of approaches that identify closely related spam.
For example, some amount of spam is going to end up in the ham training data
in real life use, and any sort of similarity score to a piece of known spam
may be an aid in finding and purging it.",0
"
Â Â 
Dear 
                        Homeowner,
Â 
*6.25% 30 Yr Fixed Rate 
                        Mortgage
Interest 
                        rates are at their lowest point in 40 years! We help you 
                        find the best rate for your situation by matching your 
                        needs with hundreds of lenders! Home Improvement, 
                        Refinance, Second Mortgage, Home Equity 
                        Loans, and More! Even with less than perfect credit! 
                        Click Here for a Free 
                        Quote! 
Lock In YOUR LOW FIXED RATE TODAYaNO COST 
                          OUT OF POCKET
aNO 
                          OBLIGATION
aFREE 
                          CONSULTATION
aALL 
                          CREDIT GRADES ACCEPTED 
Rates as 
                        low as 6.25% won't stay this low forever CLICK 
                        HERE
Â 
* based on 
                        mortgage rate as of 5-15-02 as low as 6.25% see lender 
                        for detailsÂ HApply now and one of our lending partners 
                              will get back to you within 48 
                              hours.CLICK 
                            HERE!
complete name removing system at website.
4924161298765444333",1
"pay nothing for this new cell phone + + unable to see graphics ? please go here to view this email . + + if you would prefer not to receive email advertisements from this advertiser in the future , click here . + + + + + the preceding advertisement was sent from digitalgogetter . net to bait - excelled at em . ca . if you would like to stop receiving advertisements from digitalgogetter . net in the future , please + + + + +",1
"On Thursday 01 Aug 2002 1:29 pm, Ralf Ertzinger wrote:
> Hi.
>
> John Hinsley  wrote:
> > So, I *do* have OpenGL, thanks all.
>
> And it is using your hardware.
>
> > Problem is that I can't find an rpm of plib which will install (or
> > recognise that I have open GL). I guess I'll have to try and do that
> > from source, unless anyone has any ideas?
>
> plib as in plib.sf.net? They do not provide RPMs, as far as I have seen
> (and I did not look inside the tarballs). Maybe it will be best to
> build your RPMS yourself (and maybe Matthias can share some insight
> in building RPMS with NVIDIAs drivers installed, it seems to be a
> little tricky to do that and get RPMS which install on systems
> without these drivers).Please! It does seem that with 7.3 something rather extraordinary has 
happened! And while there are rpms for plib (as in plib.sf.net), TuxRacer, 
FlightGear and so on (for SuSE, Mandy and Connectiva, IIRC) dotted around, 
there are none for 7.3. CheersJohn
_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list
",0
"
    Guido> Therefore I propose to nuke GBayes.py, after adding a -u feature.    Guido> Anyone against?  (I imagine that Skip or Barry might have a stake
    Guido> in GBayes.py; Tim seems to have moved all code he's working to
    Guido> other modules.)No argument here.Skip
",0
"""eBay - #1 Rated Work At Home Business 
        Opportunity""
        - PC Magazine
Fortunes are literally being made in 
        this great new marketplace!
Over $9 Billion 
        in merchandise was sold on eBay in 2001 by people just like you 
        - right from their homes.
Now you too can learn the secrets of successful 
        selling on eBay and make a staggering income from the 
        comfort of your own home. If you are motivated, capable 
        of having an open mind, and can follow simple directions, then 
        visit us here.
 We are strongly against sending unsolicited 
        emails to those who do not wish to receive our special mailings. You have 
        opted in to one or more of our affiliate sites requesting to be notified 
        of any special offers we may run from time to time. We also have attained 
        the services of an independent 3rd party to overlook list management and 
        removal services. This is NOT unsolicited email. If you do not wish to 
        receive further mailings, please GO 
        HERE to be removed from the list. Please accept our apologies if you 
        have been sent this email in error. Â 
Â  
Â 
Â  
",1
do you want a rolex watch ?,1
"Robert Harley writes:
> >OK, then. Consider a population of 1,000,000. 500,000 men each
> >pair off with 500,000 women. Then, 1 man, let's call him ""Wilt"",
> >also has sex with the other 499,999 women
> 
> This has never happened.  Its relevance is nil.It was a extreme contrived example because you glosded over the 
point of the earlier 3-person example. But OK, Mr Math, let it be N men and women, for any N>2. They 
all pair off. Then, some number H, N>H>0, of men has sex with 
all the other N-1 women he hasn't yet had sex with. Pick any N and H that might be interesting. Any choice of
values results in meaningful differences between the sexes' 
""promiscuity"", as commonly understood. It should be more 
obvious with extreme choices of numbers, but it is also true 
for any choice of N and H, if unrealistic totals distract you.Further, and I was hoping this would be clear without saying
so outright, this model actually approximates the cliche 
""common wisdom"" about per-gender sexual behavior, if you 
reverse the male and female roles.Those stereotypes are: that more men than women seek multiple
partners -- men being ""more promiscuous"" than women -- and that 
surplus of male interest is satisfied by a smaller number of 
hyperpromiscuous women (often derisively labelled ""sluts"").> So I chose not to type ""on average"" explicitly in my post, since this
> is FoRK and one tends to assume that people have a clue.
> 
> There is no disagreement between us, except that I am more interested
> in typical behaviour and you in extreme. Nope, now you've amended the meaning of your initial statement to
make it more defensible. What I objected to was:Robert Harley:
# >The assumption that females of all species tend to be less promiscuous
# >than males simply does not fit the facts, Hrdy contended.
# 
# Well, DUH!!!
# 
# It is perfectly obvious that (heterosexual) promiscuity is exactly,
# precisely identical between males and females.
# 
# Of course the shapes of the distributions may differ.If you assumed people on FoRK had a clue, would you have needed
to jump in with a patronizing ""DUH!!""? If you were talking about fuzzy, typical behavior, would you have 
huffed and puffed with the words ""perfectly obvious"" and ""exactly, 
precisely identical""? If your concern was with the ""typical"", why didn't you adopt the 
typical definition of ""promiscuous"", rather than a straw-man
definition which allowed you to interject ""DUH!!"" and mock an
anthrolopology professor's conclusions? > Actually, you probably just
> had a bad day and felt like jumping down my throat for the hell of it.You are welcome to that theory!But here's an alternate theory: when you jump in with a patronizing 
and overblown pronouncement -- e.g. ""DUH!!... perfectly obvious... 
exactly, precisely identical..."" -- and that pronouncement is 
itself sloppy and erroneous, then others may get a kick out of 
popping your balloon. - Gordon",0
"high voiume bounce on this stock wysak petroleum ( wysk ) current price : o . 1 o apr 25 , 2005 - - wysak petroieum is pieased to report that due diligence is neariy compiete in regards to the company ' s further planned | eases in the wyoming oi | region . management anticipates further news wil | be forthcoming shortiy and wi | | report on deveiopments as they occur . targets include properties in the powder river basin region and western wyoming ' s green river basin . acquisition of energy producing assets has always been the core objective of wysak ' s expansion strategy . wysak will strategically purchase | eases in know and proven oi | they include exxonmobiie , wiiliams gas and western gas , among others . about wyoming oil & gas and coaibed methane ( cbm ) wyoming state has billions of do | | ars in proven oi | and gas reserves . in 2002 , wyoming ranked second in the u . s . in proved reserves of natural gas and seventh in proved reserves of crude oil . coliectively over 26 , ooo we | | s produced 54 . 7 miliion barrels of oi | and 1 . 75 triliion cubic feet of natural gas . proved reserves of natural gas were at an ail - time high of 18 . 4 tri | | ion cubic feet , whiie proved reserves of crude oi | were 489 mi | | ion barrels . reserves of cbm in the powder river basin are estimated at 31 . 8 triilion cubic feet . nearly 10 o weils are being driiled each week , and the gas companies say the entire 8 mi | | ion - acre basin could have 5 o , ooo to 100 , oo 0 producing wells before they are finished . this is the | argest onshore natural gas play in north america within the last ten years . about wysak petroleum wysak is a diversified energy company whose goal is to identify and develop traditional fossi | fue | sites , as wel | as ciean air aiternative energy producing technologies . wysak controis one wyoming federa | oi | they inciude exxonmobiie ( xom ) , wiiliams gas ( wmb ) , and western gas ( wgr ) among others . coilectively , over 26 , 000 welis produced 54 . 7 mi | | ion barrels of oil and 1 . 75 triliion cubic feet of natural gas in wyoming conclusion : the exampies above show the awesome , earning potential of littie known companies that explode onto investor ' s radar screens ; many of you are aiready familiar with this . is wysk poised and positioned to do that for you ? then you may feel the time has come to act . . . and please watch this one trade tuesday ! go wysk . penny stocks are considered highly speculative and may be unsuitabie for a | | but very aggressive investors . this profile is not in any way affiliated with the featured company . we were compensated 3 ooo doilars to distribute this report . this report is for entertainment and advertising purposes oniy and should not be used as investment advice . if you wish to stop future mailings , or if you feel you have been wrongfuily piaced in our membership , please go here or send a biank e mai | with no thanks in the subject to noneedl 013 @ yahoo . com",1
"wip report attached is the updated wip report for the week of 08 / 20 / 01 . thank you , angie collins enron north america corp . office : 713 - 853 - 3347 fax : 713 - 646 - 3059",0
"My only joke, thanks to a professor at the University of Manitoba, circa 
1997. Set in the old west.A cowboy is riding along on his favorite horse when he's suddenly 
surrounded and taken prison by a band of roaming Indians. The indians 
take the cowboy and his horse and tell him the traditional way that the 
tribe deals with their victims:
Each day for the next 3 days, you get a wish. If its in our power to 
grant it to you, we will. After the 3rd wish is done, you die a horrible 
slow death. Time for your first wish.The cowboy thinks a bit, and says ""I want to talk to my horse."" So the 
indians bring the horse over, the cowboy whispers in his ears, and the 
horse runs off. A little while later the horse comes back with a 
beautiful blond naked woman. The cowboy and the woman go in the tent, 
appropriate noises are heard, and then the horse takes the woman away.The next day, time for the wish comes, and the Indians, amazed at 
yesterday's performance, all gather round. The cowboy says ""I want to 
talk to my horse"". So the horse is brought over, the cowboy whispers in 
its ears, and the horse takes off. A little while later the horse comes 
back, with a beautiful brunette, naked, same routine as before, cowboy 
and the women go in the tent, ..., etc.On the third and final day, the indians are totally amazed, and are 
eager to hear what the cowboy's wish will be. So they all gather round, 
and the cowboy again says ""I want to talk to my horse."" The horse is 
brought over, and this time the cowboy grabs the horse by the head, 
stares right at him, and says -- ""Read my lips -- Posse! Posse!""
Owen
http://xent.com/mailman/listinfo/fork
",0
"lng contracts i am seeking information on where to find copies of lng contracts that were previously in the domain of the old enron international company . enron north america will be establishing a risk book to manage lng positions on a worldwide basis and we need copies of all contracts to set this up . these contracts may or may not be related to the dabhol project . if you can provide guidance or information as to where to find these contracts , i would appreciate it . you may respond via email or call me at 713 - 853 - 6079 in houston . thank you for your attention .",0
"timetable adjustments louise , some further clarification on the hsr waiting period : - we will receive a letter indicating when the waiting period will expire . the actual expiry is anticipated to be midnight on thursday , feb . 7 th . - it is possible that objections or problems could be raised during the waiting period . this we will not really know that we are cleared until sometime on friday , feb . 8 th . accordingly , i will plan on a tentative launch for monday , february 11 . i am still waiting for ubs legal approval of the pa and eta . once this is received , we will be ready to start our pa marketing efforts to the top 50 customers . i intend to do this as soon as the documents are approved . if you need me to check with you before we start contacting customers , please let me know . dave",0
"great health benefits save up to 80 % on dental services only $ 19 . 95 per month , per household or $ 11 . 95 per month for individual . . . . . . no waiting period no limits on visits or services orthodontics included cosmetic dentistry included pre existing conditions convered no deductibles . . . no claims forms no age limits all specialist included value added benefits free with your discount dental services free vision care plan . . . over 12 , 000 providers nationwide free discount prescription drug card . . . over 50 , 000 retail pharmacy locations free chiropractic care plan . . . over 5 , 000 participating doctors nationwide tell me more about how to save up to 80 % on all my dental services . first name : last name : email address : how would you like to receive the information ? phone : if so , your phone # email : fax : if so , your fax # snail mail : if yes then supply us with a mailing address street address : city : state : zip we are sending this ad to people who have requested information about saving on their dental - vision care - prescription drugs - chiropractic care needs . if you have received this in error , click here and we will remove you from our list and we apologize for any inconvenience to you .",1
"URL: http://scriptingnews.userland.com/backissues/2002/09/25#When:5:34:49AM
Date: Wed, 25 Sep 2002 12:34:49 GMTGreat email[1] from the RIAA's Hillary Rosen to execs at Yahoo, Real, AOL and 
Microsoft, on how to crack down on the millions of Morpheus and Kazaa users. Is 
this for real?[1] http://www.dotcomscoop.com/article.php?sid=40
",0
"Learch			Sincerely,
			Your New Offers Staff
			
",1
"workbook in ' 95 i ' m teaching a unit called descripptive linguistics : morphology and syntax . its one of those 2nd / 3rd yr level units that covers classic a structuralist techniques for analysing and describing languages , introduces students to some of the theoretical and conceptual problems that arise in language description , and exposes students to some of the main types of morphological and syntactic phenomena in languages of the world . its thus mainly descriptive , but with a secondary typological bent , and i ' m sure in this respect it is similar to linguistics units on offer at many universities . as a text i ' m using ( bits of ) the new crowley , lynch , siegel , piau book ' design of language ' which is being published by longman in jan ' 95 . as support material for this unit , i ' m putting together a collection of language data problems as a workbook . in the past i ' ve either concocted my own , or plundered the usual sources ( langacker , stockwell , demers & farmer , etc etc ) but i ' m a bit tired of these and i ' m on the lookout for fresh material . many of you who have been involved in both teaching and language description have probably , like me , developed language data problems for use in assignments and tutorials , etc . 20 so i ' m writing to seek contributions from anyone who 'd like to pool such data . i ' ll happily accept problems in phonology , but i ' m particularly interested in morphology , morphosyntax and syntax . i 'd like the workbook to have an australian / asian / pacific regional bias , but not so strong as to stifle typological diversity , so i ' ll welcome useful material from any language anywhere . contributors will be acknowledged in the text ( as in sample below ) and will receive a free electronic copy of the completed workbook . i 'd like any contributions before mid - jan , and the completed workbook will be posted to you at the end of feb . my immediate intention is to create a student resource manuscript for ' 95 , but if subsequent publication seems desirable , i ' ll recontact contributors to seek their permission . if you are interested , here 's a list of topics as a prompt , and a few guidelines . 20 / 80 grammatical categories , noun class / gender , tam distinctions , polarity , transitivity , causatives , voice , pre - / suf - / in - / simul - / supra-fixes , replacive / zero / subtractive morphs , compounding , redup , morphotactics , inflection / derivation , conditioned allomorphy , abstractness in morphophonemics , clitics , case distinctions , concord , word order , adpositions , verb serialisation , co-ordination , subordination , complements , relativisation , problems that highlight the adequacy / inadequacy of insertion / movement rules , etc etc 80 provide the language name , and a short language description ( as in sample below ) . 80 data emaile to nreid @ metz . une . udu . au as an attached document , keyed in times 12 and iparoman 12 fonts , will simplify my job , but good data scrawled in blood on paperbark will do if it 's legible . 80 if you use an established orthography instead of ipa , provide a key to the orthography ( as in sample below ) . sample format ( a dangerous exercise within eudora - please allow for its limitations ) problem 1 ngan ' giwumirri [ contributed by : nicholas reid ] description : 20 ngan ' giwumirri is spoken by about 20 people in the daly river region 300 kms southwest of darwin in the northern territory of australia . it is a non - pamanyungan language with an elaborate noun class system and complex polysynthetic verbal morphology . 20 question : 20 the ngan ' giwumirri data below illustrates the morphological marking of membership in two noun classes . describe the semantics of these two noun classes , and their morphology , noting any allomorphy that you find . can you argue convincingly for an ' underlying form ' for either class marker . [ useful info : ngan ' giwumirri has a four vowel inventory ; / i / high front , / e / low front . / a / low back , / u / high back . orthographic ' ty , ' 's y ' and ' ny ' represent palatal stop , fricative , and nasal respectively , / rr / and / r / represent a trill and continuant ] . 20 1 daba arm 16 damadi chest 2 adany shark 17 depi head 3 afiti insect 18 deme hand 4 eferri bluetongue 19 dapurr bum 5 detyirri navel 20 afu 20 whip snake 6 engete kingfisher 21 afunyi mosquito 7 detyerri ear 22 defirr foot 8 awiny bream 23 dagarri leg 9 afilpurr carpet snake 24 epelen rifle fish 10 denintyi knee 25 desyi nose 11 dederri back 26 aminyirr peewee 12 awuntyerr finch 27 amu fly 13 emengginy goanna 28 datyamu cheek 14 data shoulder 29 detyeny tongue 15 akaka nightjar owl 30 elele curlew end sample format many thanks nick reid note , direct address : nreid @ metz . une . edu . au",0
"want to lose up to 19 % weight . try adipren ! hello , here ' s a special offer for you . . . you want to lose weight ? the most powerful weightloss is now available without prescription . all natural adipren 100 % money back guarantee ! - lose up to 19 % total body weight . - loss of 20 - 35 % abdominal fat . - up to 300 % more weight loss while dieting . - reduction of 40 - 70 % overall fat under skin . - suppresses appetite for sugar . - increase metabolic rate by 76 . 9 % without exercise . - burns calorized fat . - boost your confidence level and self esteem . now with the exclusive nepirem cinicia process . get the facts about all - natural adipren : http : / / www . sister 31 . com / users represents we but runtime differences collation group",1
"1) Need a Credit Card? We'll get One for You!
http://www.adclick.ws/p.cfm?o=114&s=pk012)) Auto Loans, Fast Approvals for Any Credit!
http://www.adclick.ws/p.cfm?o=383&s=pk12) Are You Paying Too Much for Auto Insurance - Find Out?
http://www.adclick.ws/p.cfm?o=334&s=pk13) Get Your Free Credit Report!
http://www.adclick.ws/p.cfm?o=322&s=pk1Have a wonderful day,
Offer Manager
PrizeMama------------------
You are receiving this email because you have opted-in to receive
email from publisher: prizemama.  To unsubscribe, click below:http://u2.azoogle.com/?z=93-1090346-62lLC4
-- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie
",1
"	> From: fork-admin@xent.com [mailto:fork-admin@xent.com] On Behalf Of
Justin
> Mason
> 
> So IMO it's the corruption that's the problem; and corruption !=
> regulation, and corruption != socialism.   Also, over-population is
really
> a symptom of that.Socialism increases regulation which increases corruption.  But that
doesn't matter as much as if the official law does not conform to the
facts on the ground.If you don't match the law to the facts on the ground, you wind up with
a two-tier society (De Soto's Bell Jar).  Worse, the massive evasion of
the official law encourages the corruption you speak of.In some countries, the agencies in charge of registering property also
arrange for illegal living arrangements for their employees.  They do
this because even the people who run the system can't make it work for
people they care about.
http://xent.com/mailman/listinfo/fork",0
"2000 customer trip proposal please find attached the 2000 customer trip proposal as prepared by myself and chantelle villarreal . you will find included the approval form for the executive office with the cost per person ( $ 635 . 85 ) . following this page is the agenda that provides explanation of the anticipated expenses for the meeting . and then finally , the 2000 guest list , which includes both * customers , schedulers and managers . please review as soon as you have time and get back to me with any questions or concerns you may have . thanks ! : ) heather choate , x 33278 * hpl customers were not named , but need as soon as possible for submittal to executive office .",0
"beaumont methanol this is to confirm that we need to take our delivery to hpl meter # 1428 to zero ! ! beaumont methanol started a controlled shut - down last night ( they will be down in deco 0 due to high gas prices ) . . . . and it became an "" out - of - control "" shut in and they had to shut down last night , and are now taking no gas from the dupont header . lee",0
"hp pavilion v 72 17 "" crt monitor w / satellite speakers @ $ 99 . 00 hp pavilion v 72 17 "" crt monitor w / satellite speakers part no . p 9611 a # abb $ 99 . 00 hp pavilion v 72 17 "" crt monitor w / satellite speakersl 7 "" ( 43 . 1 cm ) diagonal maximum viewable - true color ( 16 . 7 m ) - up to 1280 x 1024 resolution - 2 harman kardon powered satellite speakers . * minimum quantuties apply visit : http : / www . computron - me . com for deals ! your one stop / office # td 01 , jebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with "" remove "" in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective ownershp only for sale in the middle east products may not be exactly as shown above - - to unsubscribe from : computron 3 , just follow this link : click the link , or copy and paste the address into your browser . please give it atleast 48 hours for unsubscription to be effective .",1
"list administrator, your authorization is requested for the following mailing list posting: List: IIU@iiu.taint.org From: friendsworld@lovefinder.com Subject: humour Friendship to share ! Reason: Post by non-member to a members-only listAt your convenience, visit: http://iiu.taint.org/mailman/admindb/iiu to approve or deny the request.",0
"special report : usa is giving away 50 , 000 visas commonality ceramicbadinage conservatory rhapsodicunital tipsy bermudaague astound arlennettlesome ester sleepparson humble ndpatrol notch chaperonambulatory convict inshoreanarchy effete confidentclaire",1
"undelivered mail returned to sender this is the postfix program at host dns . berrybros . net . i ' m sorry to have to inform you that the message returned below could not be delivered to one or more destinations . for further assistance , please send mail to if you do so , please include this problem report . you can delete your own text from the message returned below . the postfix program : host mail . berrybros . net [ 63 . 231 . 182 . 59 ] said : 550 user @ f - t - i . com not found .",1
"re : invoice for energy derivatives courses i already did - you signed it this morning . thanks ! vince j kaminski 03 / 29 / 2000 12 : 33 pm to : shirley crenshaw / hou / ect @ ect cc : vince j kaminski / hou / ect @ ect subject : invoice for energy derivatives courses shirley , please , pay . vince - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 03 / 29 / 2000 12 : 33 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - lacima @ compuserve . com > on 03 / 28 / 2000 02 : 49 : 43 pm to : shirley cc : vince subject : invoice for energy derivatives courses shirley , please find attached the invoice for the energy derivatives courses . if i should forward this to someone in accounts , please let me know who i should contact and i will take care of it . thanks , julie lacima consultants - enron 28 _ 03 _ 00 . doc",0
"fw : capacity south of ignacio per perry ' s message below , we do have 33 , 000 / d we can subscribe south of la plata "" a "" to blanco . the only receipt point with available capacity to go with this transmission capacity is wfs / la maquina . shippers that have scheduled volumes at la maquina in the last 6 months are : vastar , brt , wesco , texaco , amoco , southern company matthews , ronald ; schoolcraft , darrell ; faucheaux , eric ; alters , dennis subject : re : capacity south of ignacio there was a burlington contract that i had in the tracker for 30 mmbtu / d from ignacio to the i / b link . i have taken this 30 mmcf / d out of my files . the line capacity south of la plata a has been in the 700 mmcf / d . recent discussions have lead to a new lateral capacity revision to 705 mmcf / d , but the ebb posting was still using 700 . i have made the correction to the spreadsheets and the ebb to reflect the new increase in capacity . in addition , the new available capacity on the ebb for the rest of 2001 is now 33 mmcf / d , south of la plata to blanco hub . call me with any questions . from : lindy donoho / enron @ enronxgate on 03 / 09 / 2001 10 : 38 am to : perry frazier / et & s / enron @ enron cc : lorraine lindberg / enron @ enronxgate , ronald matthews / et & s / enron @ enron subject : capacity south of ignacio i would like to confirm the availability of 27 , 800 / d of transmission capacity south of the la plata "" a "" compressor . it has been my understanding that the capacity of the facilities is 500 , 000 / d through the la plata "" a "" compressor south to blanco and that the capacity of the facilities south of the la plata "" a "" compressor is an additional 200 , 000 / d south to blanco , for a total of 700 , 000 / d . northwest pipeline holds 23 , 811 / d of southflow capacity through the la plata "" a "" compressor . that is all of their southflow capacity . so , tw has 476 , 000 / d of capacity from la plata "" a "" and the whole 200 , 000 / d of southflow capacity south of la plata "" a "" to sell . i show that we have 476 , 000 / d subscribed through the la plata "" a "" compressor south . i show that we have 172 , 200 / d subscribed south of la plata "" a "" , leaving 27 , 800 / d unsubscribed south of la plata "" a "" . i understand that the capacity at the red cedar / arkansas loop receipt point is fully subscribed at 205 , 000 / d ( 12 , 500 / d southern utes , 125 , 000 red cedar , 13 , 500 / d texaco , 21 , 200 / d bp energy & 32 , 800 / d nwpl ) , but the capacity that ' s reserved for nwpl at this interconnect is related to nwpl ' s northflow transmission capacity , so it should not be included in the southflow totals . therefore , i would like to confirm that there is 27 , 800 / d of southflow capacity south of la plata "" a "" that could be sold from a receipt point other than arkansas loop . basically , the transport would have to come from the wfs / la maquina receipt point and deliver to either i / b link or ep / blanco . please let me know if you agree . ron , if you could assist , it would be greatly appreciated !",0
i left my watch at your house authentic reproductions watches we offer this trademarks available too : bvlgari chopard glashute original officine panerai ikepod,1
"vng annual pmt louise , as you may be aware our vng agreement provides for an annual payment of shared value to sequent energy on november 25 . this year ' s payment is scheduled to be made on november 25 , 2001 in the amount of $ 4 , 121 , 500 . given previous discussions i felt that it was appropriate to give you a heads up on this matter . frank",0
"URL: http://boingboing.net/#85534676
Date: Not suppliedI spoke at the Mac OS X conference in Santa Clara last week. It was a really 
fun event, and it was great meeting a lot of people whom I previously knew only 
through email, like Rael Dornfest, Danny O'Brien, and Glenn Fleishman. Here's 
the talk I gave. Link[1] Discuss[2][1] http://boingboing.net/gadgets.html
[2] http://www.quicktopic.com/16/H/SLVudz57pyHb
",0
"re : distribution list getting added to global distribution lists is now an erequest under applications - > global messaging . please look at the erequest system and if you need help please give us a call . - - - - - original message - - - - - from : lokay , michelle sent : wednesday , february 20 , 2002 9 : 59 am to : rosenbohm , tara subject : distribution list please add me to the "" dl - ga - all _ domestic "" distribution list . thanks .",0
