text,label
"neon discussion january 17 here ' s some ideas for this coming week . ? as always , modify and change as necessary to fit your group and your style , or do something totally different if that ' s what your group needs . ? ? keep up the good work ! ? bobby - galations 5 fruit . doc",0
"super vkiagra generic c / i / a / lis , at cheap prices . most places charge $ 20 , we charge $ 5 . quite a difference . c / i / a / l / is is known as a super - v?a / gra or weekend - v?a / gra because its effects start sooner and last much longer . shipped worldwide . your easy - to - use solution is here : http : / / 999 - best . com / cs / ? sashok - - - - - the link below is for those who hate spam . . . http : / / 999 - best . com / rm . php ? sashok - = = -",1
"Mortgage Rates Are About To Rise
Cash In Now!Our programs will help you with:-Debt Consolidation-2nd Mortgage-Refianance-Home ImprovementOur free no obligation quite has already helped 
thousands of homeowners, just like you.
Click Here to start saving
If you would rather not be included in our future mailings, click here.
",1
popular software at low low prices . bury vetoes canceled chins bested contrasted temporary sweating littlest muskrats portability mayoral contending imposes redesigning distributivity fastest sweep nullary blips groaners masturbating paraboloid fondness transplanted biters baking horsepower dispositions clerked coiled competitors massacres rebels seeks grudge fitted speckles,1
"Work From Home ResourcesÂ 
Â 
        We are desperately need responsible, dependable people through the
        United States to fill full and part time positions working from their
        home making $500-$1250 a week!
Benefits:Set your own schedule
Spend more time with your family
No more long commute
Make more money!If you have computer and internet access and can work
        unsupervised, this is the opportunity for you!
Click here to feel out our free application and we will get you
        started today!
We will even give you a  FREE VACATION to enjoy just for visiting
        filling out our free application today.
Don't wait, positions have already closed in 13 states.
Apply today for Free and Get your
        Free Vacation!
 
Â 
Â 
Sincerely,
Tex SryderWork From Home Specialist
Â 
Â 
CLick Here To Unsubscribe From Our Mailing List
Â 
Â 
Earn
        what your worth, work from home!
Â 
        Â 
      
Â 
qdaakglj
",1
"hpl nom for march 17 , 2001 ( see attached file : hplno 317 . xls ) - hplno 317 . xls",0
"lst class rolex replicas . . . . get him a quality rolex replica ! we only sell grade a watches . there ' s no battery in these replicas just like the real ones since they charge themselves as you move . the second hand moves just like the real ones , too . these original watches sell in stores for thousands of dollars . we sell them for much less . - replicated to the smallest detail - 98 % perfectly accurate markings - signature green sticker w / serial number on watch back - magnified quickset date - includes all proper markings should you want to , you may unsubscribe here : http : / / replicasoft . biz / subscribe . php",1
"sanchez oil & gas - 20 , 000 / d , harris county , texas daren , sanchez oil & gas has 3 wells ( their highlander wells ) connected to hpl at meter no . 98 - 9760 . these wells are flowing approx . 20 , 000 / d and sanchez would like to have a bid for the gas beginning december 1 for 1 year . their term will be up w / hpl then . can we get a transport bid from hpl to wherever you need the gas and i can buy it at receipt point less their transport or we can buy it at the meter . i know the rate will not be "" pretty "" , but there are other reasons sanchez may prefer to have enron buy their gas . let ' s discuss at your convenience . ( there is no rush now , buit i ' d like to be looking at it in the next month ) . thanks .",0
"easy ink online purchase - - save big online . customers can enjoy more flexible rates on brand name ink products as they shop online . get significant discount on quality ink products . need more assistance ? contact our professional support for timely assistance . do you want to get quality ink at low prices ? then this is your way . select top brands including apple , brother , canon , compaq , hp , lexmark , nec and more others online . the site offers a wide selection of inks at lower prices . vikings who showed up with no stomach for the rigors of the playoffs and only a little more boston in 2000 , resumed contact with his sons , moved back to florida early last year to start preferred a bird in the 401 ( k ) hand to two in the pension bush , especially given the recentdecocted 8 euchroite 3 catalpa",1
fimat / soc gen fimat accepted the enron corp guarantee so our trading line with then will be increased tomorrow ( to approximately $ 15 - 16 million from $ 11 million . ) fimat will have our trading line up to $ 20 million as soon as they complete their internal credit process . the soc gen money is priced as follows : original margin : libor variation margin : libor + 5 bp warren will call john directly when the line is increased . thanks to everyone for all their help . sarah,0
"re : yvan ' s application thanks for your help , vince . molly vince j kaminski 05 / 11 / 2000 08 : 29 am to : molly magee / hou / ect @ ect cc : vince j kaminski / hou / ect @ ect subject : yvan ' s application molly , i am enclosing my recommendation letter for yvan chaxel . vince",0
"3 . 405 languages , citation prompted by margaret winters 's lament that students are n't being given a good historical appreciation of their subject , i picked robins 's ` short history of linguistics ' from my shelf . interestingly ` linguistics in the present century ' is the eighth and final chapter ( pp . 198 - - 233 ) . melville bell appears on 203 , along with sweet ; then comes trubetzkoy ( p . 204 ) , jespersen , hjelmslev ( 206 ) , boas , sapir , bloomfield ( 207 ) , harris ( 210 ) , hockett ( 211 ) , "" in recent years "" pike ( 212 ) , firth and malinowski ( 213 ) , halliday ( 221 ) , jakobson ( 222 ) , n . j . marr ( 225 ) ( remember him ? ) , lamb and chomsky ( 226 ) , katz and postal ( 227 ) , and that 's it ! ( the book was first published in 1967 ) . - - - john coleman",0
"energy trading business . . . ( enron mention ) please find attached the following article : ' e - strategy brief : enron - a matter of principles ' - the economist kind regards , kuldeep chana",0
"re : enron credit modeling discussions hi again , some of you have been kind enough to supply me with information that can be used for the strategic plan ( i am writing for duffie ) . to assist you in gathering further information , it was suggested that i forward a preliminary outline of this strategic plan to your attention . thanks in advance for your assistance , iris table of contents executive summary highlights introduction what is enron credit ? what is the business plan ? what are the products planned ? current status : what we currently trade , how we price . what new models we need to achieve goals . what attempts are being made internally and what external commercial sources are available . swot analysis strengths weakness opportunities threats pricing approach a diagram illustrating how various models are tied together for the overall objective of coming up with final cds and dbs pricing . brief description of each model shown in the diagram . public firm versus private firm what we have as first cut for modeling primarily public firms . our understanding on public versus private firms  , credit risk characteristics , data availability and possible modeling approaches . our proposed approach / plan towards development of private firm model , including comparative analysis , model development , etc . . portfolio level business feasibility analysis accounting breakeven analysis portfolio theory alternative ( short term ) measures kmv  , private firm model moody  , s riskcalc model for private firms comparison of kmv vs moody  , s private firm model future strategy development of private firm pricing models ( short - and long - tenor modelso completion of parent / subsidiary model risk management model for ect business references",0
valuable pha . rmacy more welcome to health suite . chek it out ! a cial m x viagr is valiu anax save yourself a huge 20 % off all re - order with us . we are the only store which gives this great deal to you . save your health and money !,1
"hampshire mcmillan , govenment don ' t want me to sell undergroundcd ! check your spouse and staff investigate your own credit - history hacking someone pc ! disappear in your city bannedcd 2004 http : / / www . 8005 hosting . com / cd / grail , and he accompanied .",1
"re : 5 . 1414 native speaker intuitions on monday , 5 dec 94 , jules levin responded to the following : ) ) tony bex raises some very interesting questions in the posting ) ) about native speaker intuitions . however , there are at least ) ) two other possible explanations for ` could of ' spellings which ) ) plausibly might be offered by naive and not very literate ) ) native speakers of british and american english : ) ) 1 . the ` of ' segment may be a pure homophone which is both ) ) a verb and a preposition without any link other than pronunciation ) ) between them . i think most people would hesitate , for example , ) ) to claim that ) ) a ) he might of said that and ) ) b ) the queen of hearts ) ) use the string pronounced ` of ' in the same way . ) ) 2 . ` of ' in ` could of ' might be some kind of preposition ) ) rather than a verb , along the lines of ` up ' in ` wake up the baby ' ) ) and so on . ) ) ) ) either of the above might be the native speaker 's understanding ) ) of ` of ' - it would be interesting to know if anyone has ever ) ) queried this by asking native speakers of english in some fashion ) ) or other . levin commented : ) i do not believe that ' of ' is or can be considered a verb here , just because ) it replaces the orthoepic ' have ' auxiliary . ) it is an abduction or erroneous hypercorrection of the construct forms ) ' woulda ' , ' coulda ' , etc . ) i have been collecting samples of the latter in "" standard "" prose , i . e . , ) newspapers , magazine articles , for 20 years , intending to write about the ) construct in "" future english "" , since that may be the telos of this form . ) it is steadily rising in acceptibility , having appeared even in a wm buckley ) column ( even if the latter would insist he was being ironic ) . the problem ) is that as these constructs become more and more widespread , ordinary ) letter-writers to the newspaper , trying to upgrade their prose style from ) a * no longer analyzable * coulda , shoulda , etc . , but knowing that the latter ) are somehow not strictly kosher , expand or reanalyze them to a false ' of ' ) construction : "" he should of stood in bed . . . "" ) therefore i submit that ' of ' here is nothing at all structurally , it is like ) the ' b ' in debt . the real linguistic question is the status of the ) constructs vis-a - vis their original compound aux structures . instead of ) engaging in the typical amateurish asking of native speakers what they think ) about it , devise a long sheet of sample sentences with ' have ' constructions ) mixed in with ' of ' constructions , and see if native speakers can ) non-randomly pick them apart . well , yes . but this rather misses my point . who is a native speaker ? many british speakers rarely / never use the ' coulda ' construction . they could hardly , therefore , be building on the kind of expansion suggested above . but surely , they are native speakers . similarly , levin 's proposal would only include those speakers who are literate . tony bex",0
"MEET OTHER SINGLES 
            JUST LIKE YOU
Â 
Â 
Tired of searching 
            for love in all the wrong places?Find love now, the easy 
            way.Â 
Â JOIN FOR 
            FREEFind your soul mate today!BROWSE THROUGH 
            THOUSANDS OF PERSONALS IN YOUR OWN AREA.CLICK 
                        HEREto Find Love Now!
 Remove yourself from this recurring list by:Clicking here to send a blank email to unsub-7552100-336@mm53.comORSending a postal mail to CustomerService, 427-3 Amherst Street, Suite 319, Nashua, NH 03063This message was sent to address cypherpunks@einstein.ssz.com--DeathToSpamDeathToSpamDeathToSpam--
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",1
"portfolio boost from this moneymaker yap international , inc . ( ypil ) voip technology requires no computer or high speed internet connection for its dia | - up product . current price : $ o . 1 o watch this stock wednesday some of these little voip stocks have been reaily moving lateiy . and when some of them move , they really go . . . gains of 10 o % , 2 oo % or more are not unheard of . break news ! ! yap international , inc . identified another voip technoiogy provider that the company intends to market and sel | under the nomad product name . under the new pian , the company wiil market 7 voip ata devices , each addressing a specific and unique portion of the globa | marketpiace . each device works with either a dia | - up or a broadband connection , and are ideally suited , not oniy in north america , but in deveioping nations around the worid where broadband penetration is limited or non - existent . the new "" my nomad "" product offering will offer video conferencing capabilities , cal | forwarding , ca | | waiting , voice mai | , and a giobal virtual number . also included in the new offering is a residential standalone device that does not require a computer ; a usb ata device that requires no externa | power and works perfectiy with any anaiog handset or pbx system ; a usb assistant that adds enhanced cal | forwarding to any cel | phone or regular phone with remote dial - out ( celiular bridging capabiiity ) . a sleek voip enabled , full - featured lan phone with lcd display , caller id and web interface ; a residential or business stand aione voip gateway that has built - in nat router and firewall , enhanced call forwarding , call biock and remote dial - out ( celiular bridging ) ; and a standalone voip gateway / pbx / router with four ports for medium size businesses . in addition , 4 voip enabled phones will be added to the product line . each voip enabied handset has the ability to utilize either a dia | - up or broadband connection . inciuded in the voip handset offering , is a wifi phone , including a usb cordiess phone for home or office . each sip based product requires a minimum of 15 kbps , and utiiizes oniy 5 % - 30 % of a 2 oo mhz , 32 mb , computer ' s resources and is not subject to delay or jitter . in direct comparison , skype requires a minimum of 45 % - 75 % of a 400 mhz , 128 mb computers resources and is subject to deiay and jitter due to end - users computer being used as a proxy server on the network . management beiieves this to be one of the most compiete and technologica | | y advanced line of voip products currently avaiiabie in the worid . our agreement with securities trading services inc . and the deveiopments of the past months | eaves us with tools necessary to commercialize and market our products on a giobal scale . we expect our milestones to be met and thus executing our business plan as anticipated ¡ ¨ , stated jan oiivier , ceo of yap international inc . about the company : yap internationa | , inc . is a multi - national internet communications company developing cost effective teiecommunications through voice over internet protoco | ( voip ) technoiogies . the company holds the exclusive rights to a revoiutionary voip product line calied nomad systems that has dia | - up , broadband , dsl , cabie , sateliite and wireiess capabiiities . the company pians on targeting : 1 ) national fixed | ine ii many of you are already famiiiar with this . is ypil poised and positioned to do that for you ? then you may feel the time has come to act . . . and please watch this one trade wednesday ! go ypil . penny stocks are considered highly speculative and may be unsuitabie for al | but very aggressive investors . this profile is not in any way affiliated with the featured company . we were compensated 300 o do | | ars to distribute this report . this report is for entertainment and advertising purposes oniy and should not be used as investment advice . if you wish to stop future mailings , or if you feel you have been wrongfu | | y placed in our membership , piease go here or send a biank e mai | with no thanks in the subject to noneedl 006 @ yahoo . com",1
"re : better send the four boxes of fastow ' s deal toys up to legal this is completed . tammie schoppe enron americas - office of the chair assistant to louise kitchen 713 . 853 . 4220 office 713 . 646 . 8562 fax 713 . 253 . 2131 mobile - - - - - original message - - - - - from : kitchen , louise sent : wednesday , january 23 , 2002 10 : 37 pm to : schoppe , tammie subject : better send the four boxes of fastow ' s deal toys up to legal have them delivered to jim derrick and explain that they are fastow ' s deal mementoes which were left in his office . i don ' t think his picture will have reference so we ' ll keep it for now . thanks louise kitchen chief operating officer enron americas tel : 713 853 3488 fax : 713 646 2308",0
"panenergy marketing exchange deal sitara # 157288 could you pls . have the rate for the following point adjusted ? the following point should be adjusted to reflect a price of $ 2 . 52 , per the contract . pipe : pgev point : ( carthage / pgev ) sitara / unify rate : $ 2 . 53 ( hsc , idx - . 05 ) contract rate : $ 2 . 52 ( hsc , idx - . 06 )",0
"sociolinguistics symposium 11 first announcement sociolinguistics symposium 11 centre for language & communication research university of wales , cardiff september 5 - 7 , 1996 the first circular inviting papers will be mailed in early 1995 and will include details about themes and plenary speakers . for further information and to be included in our mailing list , contact sociolinguistics symposium 11 centre for language and communication research university of wales , cardiff p . o . box 94 cardiff cf1 3xb uk telephone : ( + 44 ) 01222 874243 fax : ( + 44 ) 01222 874242 e-mail : ss11 @ cardiff . ac . uk",0
"conference on linguistics & literature the 10th annual conference on linguistics and literature will be held at the radisson hotel and conference center in denton , texas on january 30 and 31 , 1998 . the conference is sponsored by the graduate students in english association at the university of north texas ( unt ) with generous support from the unt department of english and from the unt dean of arts and sciences . plenary speakers : donald freeman ( university of southern california ) "" whither - - and whether - - english ? "" gilles fauconnier ( university of california , san diego ) and mark turner ( university of maryland ) "" gradients of creativity "" highlight speakers : margaret freeman ( los angeles valley college ) "" cognitive poetics : an adequate theory of literature ? "" james mccawley ( university of chicago ) "" conversational scorekeeping and the interpretation of narrative and expository prose "" phyllis perrin wilcox ( university of new mexico ) "" cultural variability in the interpretation of metaphors and metonyms in asl poetry "" sherman wilcox ( university of new mexico ) "" radical iconicity and signed language universals "" plus 80 + other papers and presentations in all of the following areas : - literary analysis - linguistic analysis - linguistics and literature - cognitive metaphor - writing pedagogy - creative readings : poetry - creative readings : prose a complete listing of papers and presentations is available at our web site : http : / / www . unt . edu / languaging / * * * registration : following standard practice , the conference offers a reduced rate for early registration . registration forms must be returned to denton via snail-mail no later than january 20 , 1998 in order to receive the reduced rate . our snail-mail address : conference on linguistics and literature department of english university of north texas denton , tx 76203 those wishing to register may use the form provided at our web site at http : / / www . unt . edu / languaging / or may email linglit @ unt . edu for a text copy of our registration form . please direct your conference questions to linglit @ unt . edu",0
"PoliceAuctions.coma:link{font-family:verdana;color:003399;font-size:14px;font-weight:bold;text-decoration:none;}
a:hover{font-family:verdana;color:ff0000;font-size:14px;font-weight:bold;text-decoration:underline;}
a:active{font-family:verdana;color:ff0000;font-size:14px;font-weight:bold;text-decoration:underline;}
a:visited{font-family:verdana;color:003399;font-size:14px;font-weight:bold;text-decoration:underline;}
 
			Awesome deals on seized and unclaimed 
              property the government auctions to the public. Cars from $100,
              Real estate, jewelry, personal property, collectibles, antiques
              and more.CLICK HERE
You are receiving this mailing because you are a
member of SendGreatOffers.com and subscribed as:JM@NETNOTEINC.COM
To unsubscribe 
Click Here
(http://admanmail.com/subscription.asp?em=JM@NETNOTEINC.COM&l=SGO)
or reply to this email with REMOVE in the subject line - you must
also include the body of this message to be unsubscribed. Any correspondence about
the products/services should be directed to
the company in the ad.
%EM%JM@NETNOTEINC.COM%/EM%
  
",1
"tw lft overrun request form the tw lft overrun request form has been reviewed by susan and the final form is attached below for your records . toby , can you post this document for tw on the web site under access forms ? thanks ramona",0
"My ideal mailwall will allow message passthrough in many ways:  - Sender membership on my personal whitelist or any one of 
    many other external whitelists I respect
  - Payment of a small fee (via a website and PayPal link)
  - Demonstration of special per-message effort, either 
    via...
    - a computational challenge (hashcash)
    or
    - other challenge that requires human-level flexibility & 
      followthrough (sender manual whitelisting)
  - Inclusion of a legally-enforceable guarantee that the
    mail is not an unsolicited commercial pitch -- one
    example of this class of guarantee would be a posted
    bond
  - By convincing some analysis software agent of mine that
    I want to see the mail, based on its content and 
    distribution listThere's no need to do only one. Some might overlap; the manual
process for passing a message through might require the assertion
of a legally-enforceable guarantee about the messages' contents.
Passing certain tests once might add an address to the persistent
whitelist.Any slightly determined and legitimate correspondent would be
able to find multiple ways to get their mail read, while spammers
would face a situation where the marginal cost of reaching me
is much, much greater than the expected return. Some economically irrational spammers (and religious/political 
zealots) would get through, but such traffic should be a 
background trickle rather than an annoying torrent.- Gordon
http://xent.com/mailman/listinfo/fork
",0
re : recovery plan it would be funny if it were not quite so close to the truth !,0
"ATTN:I am Edward Mulete JR. the son of Mr. STEVE MBEKI MULETE from Zimbabwe. I am sorry this mail
Will surprise you, though we do not know, my mother Mrs. Clara 
Got your contact through her private search.
Due to the current war against white farmers in
Zimbabwe and the support of President Robert Mugabe to
Claim all white owned farms in our country to gain
Favor for re-election.All white farmers were asked to
Surrender their farms to the government for
Re-distribution and infact to his political party
Members and my father though black was the treasury
of the farmers association and a strong member of an
Opposition party that did not support the president
Idea. He then ordered his party members and the police
Under his pay row to invade my father's farm and burn
Down everything in the farm. They killed my
Father and took away a lot of items from his farm.
After the death of my father, our local pastor and a
Close friend of my father handed us over will
Documents with instructions from my father that we
Should leave Zimbabwe incase anything happen to him. The will 
Documents has a certificate of deposit, confirming a deposit
Kept in custody for us in a security company unknown
To the company that the content is money hence it was deposited as 
Personal belongings and ensure that we do not remain here as we could
Easily be found by his enemies. The total amount is
US$21.5M.We are therefore soliciting for
Your assistance to help us move the fund out of
Zimbabwe, as our fate and future is far from
reality, hence this mail to you. The president's present ban of
International Press into Zimbabwe and the drop from office of the 
Finance Minister to avoid giving white farmers fund Transfer
Clearance above US$1M is just a few of the
Unthinkable things he is committing in my Country.
I have tried to reach my father's close friend Mr.
John Casahans from Australia also a farmer who was
Leaving in Zimbabwe with us but left with his family
Late last year following this ugly development to no
Avail.
Should you be interested to help us, contact me
Immediately via email for easy communication and I
Will furnish you with the time frame and modalities of
the transaction. We have concluded a wonderful plan of 
Caring out the transfer within two weeks. Please note that 
This transaction is100% confidential and risk free and will 
Not endanger you or us in any way. We have resolved to give you 20%
Of the total sum upon confirmation of the fund in any
Account of your choice were the incident of taxation
will not take much tool on the money and we look
Forward to coming over to your country to invest our
Share and settle there. I will a private
Phone so that our conversation can be
100% confidential.Please do not use the reply button, reply only to Edmulete7@netscape.net Please take note.God bless you indeed as you help yourself and us.Mr. EDWARD MULETE
 -- 
Irish Linux Users' Group Social Events: social@linux.ie
http://www.linux.ie/mailman/listinfo/social for (un)subscription information.
List maintainer: listmaster@linux.ie
",1
